text,risk_level,risk_label
"Sodium Hydrogen Carbonate (Raising Agent, E500 (ii)), Liquid glucose, COCOA BUTTER, TERTIARY BUTYLHYDROQUINONE (ANTIOXIDANT, E319), Edible Common Sequestrant (339(1))",5,High Risk
"INVERT SUGAR SYRUP, wheat gluten, cocoa solids, Milk Solids, edible common salt",3,Moderate
"ARTIFICIAL FLAVOURING SUBSTANCE VANILLA AND MILK, synthetic food colours, Acidity regulators (330&500()), REFINED WHEAT FLOUR (53%)",5,High Risk
Refined Soyabean Oil; Sugar; PALMOLEIN; Invert Sugar Syrup; Refined Palmolein; MILK SOLIDS; WHEAT FLOUR (MAIDA); Organic Whole Millets Flour; REFINED WHEAT FLOUR; Malt Extract; added flavour (natural flavouring substances,4,Concerning
"Sugar; refined palm oil; Organic Whole Wheat Flour; EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415); SPICES & CONDIMENTS; Food Colours (171, 110, 102),",4,Concerning
Gluten | Hydrogenated Vegetable Oil | MALTITOL (965) | Liquid Glucose | antioxidant (300). | Artificial Flavouring Substances Ethyl Vanillin | LIQUID GLUCOSE,5,High Risk
"Sugar, FLAVOUR ENHANCERS (INS 627&INS 631)., ROCK SALT, Cocoa Solids, Refined Wheat Flour (Maida), Food Colours (171, 110, 102),, Mixed Spices, Preservative (282), Emulsifiers [471,481 (i)], INVERT SUGAR SYRUP",5,High Risk
"LIQUID GLUCOSE | SOYA FLOUR | EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415) | sugar | sweetener (955). | antioxidant(e300) | Refined Wheat Flour (Maida) | ARTIFICIAL FLAVORING SUBSTANCE.",5,High Risk
Sugar | Hydrogenated Vegetable Fats | CINNAMON | Refined Wheat flour (Maida) | cocoa solids,3,Moderate
"PRESERVATIVE (INS234), Anticaking Agent E551, MINERAL (CALCIUM CARBONATE)",4,Concerning
"wheat flour, Milk Solids, Ferrous Citrate, Mixed spices",2,Safe
Milk Solids,1,Very Safe
ORANGE JUICE CONCENTRATE,2,Safe
"soya flour, corn flour",2,Safe
"Spices, Noodle Powder, Milk solids, dry fruits powder, peanut",1,Very Safe
"Refined Soyabean Oil, Yeast",3,Moderate
"TURMERIC POWDER, mineral (Calcium carbonate), mineral (Calcium carbonate), RAGI",1,Very Safe
Nature Identical Flavouring Substances Chocolate; EDIBLE VEGETABLE OIL (PALM); Asafoetida; Refined Sugar; EMULSIFIER; natural colour (150d),4,Concerning
"iodised salt, Edible Starch",2,Safe
"EDIBLE VEGETABLE OIL, REFINED WHEAT FLOUR (53%), Sodium Benzoate (Ins 211)., natural essential oils, flavour enhancer (635), FLAVOURING SUBSTANCES-CHOCOLATE, emulsifier (322), Iodized Salt, Antioxidant (INS 307b)",5,High Risk
"Palm Oil, MIXED FRUIT, edible palm oil, hydrogenated vegetable fats, Palm Oil, EDIBLE VEGETABLE OIL (PALM)",3,Moderate
EDIBLE VEGETABLE FAT; SYNTHETIC FOOD COLOURS (INS 102 & 133); EMULSIFIER; Acidity Regulator(INS 330 & INS 260); INVERT SYRUP; ROCK SALT,5,High Risk
"Hydrogenated vegetable fat; REFINED PALM OIL; Noodle powder; Sodium Hydrogen Carbonate (Raising Agent, E500 (ii)); ACIDITY REGULATOR (INS 260); Tricalcium Phosphate; Water; ARTIFICIAL FLAVOURING SUBSTANCES ETHYL VANILLIN; EDIBLE VEGETABLE OIL (PALM)",5,High Risk
"sweetener (960); Emulsifying Stabilizing Agents (Ins 414, Ins 331, Ins 415); THICKENER (508); PALM OIL; FLAVOURING SUBSTANCES; SODIUM POLYPHOSPHATE (EMULSIFYING AGENT, E452(I)); Refined Wheat flour (Maida); liquid glucose; mixed spices; synthetic food colours (ins 102 & 133); Sugar; Sugar",5,High Risk
MALT EXTRACT,2,Safe
"dry fruits powder, Spices & Condiments",1,Very Safe
"Palm Oil, Soy Sauce Powder (soybean, wheat, salt), WHEAT BRAN, Sugar, CHOCO CREAM",3,Moderate
"Wheat Gluten, cinnamon",1,Very Safe
"Refined Wheat flour (Maida), Class Ii Preservative, BUTTER, wheat flour, ANTIOXIDANT, Sugar, REFINED WHEAT FLOUR (53%), EMULSIFIERS [481(I), 471 & 472E], SYNTHETIC FOOD COLOURS",5,High Risk
ACIDITY REGULAR (INS-330); vitamin b2 (riboflavin); common salt; Refined Wheat Flour (Maida); Acidity Regulator (Ins 330),4,Concerning
"SUGAR | DOUGH CONDITIONER (223) | PALM OIL | FOOD COLOURS (171, 110, 102), | WHEAT GLUTEN | sugar | COCOA SOLIDS | Peanut | synthetic food colours (110, 102) | Refined Wheat Flour | SODIUM BENZOATE (INS 211). | Food Colours (171, 110, 102),",5,High Risk
"Rock Salt, rice flour, rice flour, Vitamin B2 (Riboflavin)",1,Very Safe
flavouring substances-chocolate,4,Concerning
"refined palmolein; refined wheat flour; Sweeteners( 951, 950); SYNTHETIC FOOD COLOURS (110, 102)",5,High Risk
Sunflower Oil,1,Very Safe
"COCOA SOLIDS, NATURAL ESSENTIAL OILS, Sesame Seeds",1,Very Safe
"ACIDITY REGULATOR (INS-330); Wheat Flour; ARTIFICIAL FLAVOUR SUBSTANCES (ROSE); caffeine; sodium hydrogen carbonate (raising agent, e500 (ii)); PEAS; CONTAINS PERMITTED NATURAL COLOUR; butter; Corn Flour; honey; hydrogenated vegetable fats; MALT EXTRACT",5,High Risk
"Invert Sugar Syrup; PALM OIL; corn flour; acidity regulators (330&500()); SUGAR; Liquid glucose; synthetic food colours (110, 102); REFINED WHEAT FLOUR; artificial flavouring substances-vanilla, chocolate; REFINED WHEAT FLOUR; EDIBLE PALM OIL",5,High Risk
"Refined Wheat Flour (Maida), sugar, Organic Jaggery, CAFFEINE, Mineral (Zinc B, Vitamin E (Acetate), OATS",3,Moderate
stabilizer (INS 170),4,Concerning
"common salt, cocoa solids, ROLLED OATS",2,Safe
NATURAL COLOUR (160a (i)),4,Concerning
Acidity Regulator (Ins 260) | artificial flavouring substances ethyl vanillin | refined palm oil | Caffeine | edible vegetable oil | BUTTER | PRESERVATIVE (INS234) | PRESERVATIVE (282) | invert syrup | EDIBLE PALM OIL | REFINED WHEAT FLOUR | NATURAL COLOUR (160a (i)),5,High Risk
"INVERT SUGAR SYRUP, FLOUR, FERROUS CITRATE, Refined Palmolein, choco cream, Wheat Gluten",3,Moderate
"LEAVENING AGENT (INS 500 {I}), added flavour substances, ACIDITY REGULATORS (338, 331, 330)",4,Concerning
"Choco Cream, refined palm oil, turmeric powder, Cocoa Butter, Refined Palm Oil, Tomato Powder",3,Moderate
"Sugar, Refined Sugar, PRESERVATIVES (280, 281 & 200], REFINED WHEAT FLOUR (53%), class ii preservative, Palmolein, Salt, SPICES, Artificial Flavoring Substance., Sodium Benzoate (Ins 211)., INVERT SUGAR SYRUP, ARTIFICIAL FLAVORING SUBSTANCE.",5,High Risk
"SUGAR; ACIDITY REGULATORS (330, 331()); Natural Food Colour (150); INVERT SYRUP; Red Chilli Powder; EMULSIFIERS (322,472e,471); EDIBLE COMMON SALT; Humectant (4510); Salt; REFINED SUGAR; refined wheat flour (53%)",4,Concerning
"refined wheat flour (maida), Flavour Enhancers E627 E631, Orange Fruit Powder, Edible Vegetable Fat, artificial sweeteners, Rock Salt, sugar, SUGAR, yeast",5,High Risk
LIQUID GLUCOSE | sugar | refined palm oil | ACIDITY REGULATOR (CITRIC ACID) | Jaggery | maltitol (965) | Refined Wheat Flour | WHEAT FLOUR (MAIDA),4,Concerning
ARTIFICIAL FLAVOURIN SUBSTANCES,5,High Risk
"Refined Soyabean Oil, Sugar, LIQUID GLUCOSE, WHEAT FLOUR, Carbonated Water",3,Moderate
palm oil,3,Moderate
Acidity Regulator (339(1)) | cold pressed coconut oil | Refined Palm Oil | REFINED SOYABEAN OIL | FERROUS CITRATE,4,Concerning
"ROCK SALT, SPICES & CONDIMENTS, Vitamin B1 (The Chloride Hydrochloride), Mineral (Zinc B, Vitamin E (Acetate)",1,Very Safe
"HYDROGENATED VEGETABLE OIL, WHOLE WHEAT",2,Safe
flax & sesame seeds | jaggery | ACIDITY REGULATOR (330),4,Concerning
FLAVOURING SUBSTANCE; REFINED PALM OIL; Iodized salt; Palmolein; Salt; REFINED WHEAT FLOUR; Soya Flour; bengal gram dal; PALM OIL; antioxidant (300).; Added Flavour Substances; refined palmolein oil,4,Concerning
DOUGH CONDITIONER (223),4,Concerning
"Wheat Flour; Dehydrated Vegetables (Carrot, Parsley); Wheat Flour (Maida); Edible vegetable oil (Palm oil); Sugar; Hydrogenated Vegetable Oil; LIQUID GLUCOSE; INVERT SYRUP; Artificial flavoring substance.; Emulsifier",5,High Risk
"Hydrogenated vegetable fat, SALT, emulsifier (322), LIQUID GLUCOSE, Tertiary Butylhydroquinone (Antioxidant, E319), Soy Sauce Powder (soybean, wheat, salt), tertiary butylhydroquinone (antioxidant, e319), ANTICAKING AGENT E551",5,High Risk
Wheat Flour; Refined Wheat Flour (53%); Refined Palm Oil; ARTIFICIAL FLAVOUR SUBSTANCES (ROSE),5,High Risk
"LIQUID GLUCOSE, Milk, Refined Palmolein Oil, ANTIOXIDANT (INS 322(1)), Synthetic Food Colour-124, Flour, Emulsifiers [471,481 (I)], sugar, synthetic food colour-124, CHOCO CREAM",5,High Risk
"EDIBLE PALM OIL, sugar, Salt, invert syrup, Refined Wheat Flour (53%), MILK SOLIDS",3,Moderate
"ELAICHI FLAVOUR, DOUGH CONDITIONER (223), Refined Palmolein Oil, Tomato Powder, EDIBLE COMMON SEQUESTRANT (339(1)), Edible Common Salt, Refined Palm Oil, Liquid Glucose, refined palmolein, Flavour Enhancers E627 E631, EDIBLE VEGETABLE OIL, Whole Wheat",5,High Risk
"Orange Fruit Powder, PRESERVATIVE (INS234), Emuls 472E, 481 (1)",4,Concerning
"Refined Wheat Flour, Sugar, MILK SOLIDS, Contains Permitted Natural Colour, Wheat Gluten, EMULSIFIERS [481(I), 471 & 472E], Citric Acid (Acidifying Agent, E330), LIQUID GLUCOSE, COLOUR(S) (INS 150C, INS 150D), organic jaggery, Stabilizer (407)",4,Concerning
"Malt Extract | REFINED PALM OIL | NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE | common salt | RAISING AGENTS [503(ii),500(ii)] | Acidity Regulator (260) | PALMOLEIN | Soy Sauce Powder (soybean, wheat, salt)",4,Concerning
"WHEAT GLUTEN | ANTIOXIDANT (INS 320) | LIQUID GLUCOSE | Refined Wheat Flour (53%) | palm oil | Raising Agents[503(Ii),500 (Ii),450(1)] | edible vegetable oil (palm oil) | Palm Oil | Anticaking Agent (INS 551) | Edible Palm Oil",5,High Risk
"Palmolein, REFINED SUGAR, Double Toned Milk, Palm oil, Hydrogenated Vegetable Oil",3,Moderate
"invert syrup, INVERT SYRUP, Soy Sauce Powder (soybean, wheat, salt), REFINED PALM OIL, Butter",3,Moderate
"Invert Syrup, Orange Juice Concentrate, corn flour, REFINED SUGAR, PALMOLEIN, REFINED PALM OIL",3,Moderate
"Acidity Regulators (5000), 5010))&170(0)) | Artificial Flavouring Substance Vanilla And Milk | Emulsifiers [471,481 (i)] | Corn Flour | Refined Palm Oil | SUGAR | Refined Palmolein | Synthetic Food Colours (110, 102) | sugar | Class II Preservatives (E282)",5,High Risk
"PALM OIL, SALT, Mixed Spices",3,Moderate
"INVERT SUGAR SYRUP | SYNTHETIC FOOD COLOURS | Vitamin B2 (Riboflavin) | Liquid Glucose | REFINED SUGAR | emulsifier (ins 322) | refined palm oil | NATURAL FOOD COLOUR (150) | refined palm oil | edible palm oil | SWEETENERS( 951, 950) | EDIBLE COMMON SALT",5,High Risk
"Class Ii Preservative, FRUIT JUICE POWDER, Water, Tertiary Butylhydroquinone (Antioxidant, E319), Cocoa Butter, ANTICAKING AGENT(INS 554), Sugar, Spices And Condiments, Organic Whole Wheat Flour, Sesame Seeds, synthetic food colours, Invert Syrup",5,High Risk
Artificial Sweeteners | Vitamin A (Ace Vitamin D2 (Ergocalciferol) | SYNTHETIC FOOD COLOURS | oats,5,High Risk
"LIQUID GLUCOSE; acidity regulators (330, 331()); ANTICIDANT [300]; antioxidant (300).; invert syrup; ARTIFICIAL FLAVORING SUBSTANCE.; Potassium Chloride (Gelling Agent, E508); REFINED WHEAT FLOUR (53%); Flavour enhancer (635); EDIBLE VEGETABLE OIL (PALM OIL)",5,High Risk
"Refined Palmolein oil, Refined Wheat Flour, Natural Food Colour (150)",3,Moderate
edible common salt,2,Safe
"Lemon Juice Concentrate, Mixed Spices",2,Safe
"vitamin b2 (riboflavin), Rice Flakes, Rock Salt, tricalcium phosphate, Spices And Condiments",1,Very Safe
"WHEAT FLOUR | stabilizer (INS 170) | Artificial flavoring substance. | Acidity Regulator (339(1)) | REFINED WHEAT FLOUR (53%) | HYDROGENATED VEGETABLE OIL | EMULSIFIERS (322,472E,471) | SUGAR | REFINED PALM OIL | Wheat Flour | artificial sweeteners | FLAVOURING SUBSTANCE",5,High Risk
Refined Wheat Flour (Maida) | INVERT SYRUP | CLASS II PRESERVATIVE | antioxidant (ins 300). | edible common salt | Wheat Gluten | acidity regulator (339(1)),4,Concerning
ANTICIDANT [300]; SUGAR; CHOCO CREAM,4,Concerning
"Water, Stabilisers (415, 466, 1400),, Refined Palm Oil, CORN FLOUR, FLAVOURING SUBSTANCES, EDIBLE STARCH, refined wheat flour, Malt Extract, Soy Sauce Powder (soybean, wheat, salt), Refined Palm Oil",4,Concerning
Noodle Powder,1,Very Safe
"cinnamon | Refined Wheat Flour | emulsifying stabilizing agents (ins 414, ins 331, ins 415) | REFINED PALM OIL | LIQUID GLUCOSE",4,Concerning
Leavening Agent (INS 500 {i}),4,Concerning
"SUGAR, Salt, Milk Solids, Malt Extract, SALT, COCOA SOLIDS",2,Safe
"refined wheat flour (maida), Organic Jaggery, refined palm oil",3,Moderate
Refined Wheat Flour,3,Moderate
SPICES AND CONDIMENTS | artificial sweeteners | Invert Sugar Syrup | palm oil | REFINED WHEAT FLOUR (MAIDA),5,High Risk
"mango pulp, BLACK SALT",1,Very Safe
"EDIBLE SALT, jaggery",2,Safe
"Sugar, Wheat Gluten, Yeast, MILK SOLIDS",2,Safe
"Sugar, Toned Milk Dahi, Cold Pressed Coconut Oil",2,Safe
"added flavour (natural flavouring substances | Antioxidant (INS 320) | Food Colours (171, 110, 102), | Artificial Flavouring Substance Vanilla And Milk | Cinnamon | Improvers[170(1) 510] | Orange Fruit Powder | Refined Sugar",5,High Risk
"LIQUID GLUCOSE | antioxidant (ins 322(1)) | REFINED PALMOLEIN | Refined Soyabean Oil | NATURAL FOOD COLOUR (150) | Natural Spice Oils | SWEETENER (960) | APPLE ACIDITY REGULATOR 330 | antioxidant (ins 320) | Artificial Flavouring Substances-Vanilla, Chocolate",5,High Risk
"Palmolein, EDIBLE VEGETABLE OILS (PALM), refined palm oil, flax & sesame seeds, Ragi Flour",3,Moderate
Acidity Regulator (Ins 330),4,Concerning
"Toned Milk Dahi, guava pulp, ROLLED OATS, CORN FLAKES",1,Very Safe
"EDIBLE VEGETABLE OILS (PALM), Palmolien Oil, Rock Salt, mixed spices",2,Safe
"cocoa solids, Sugar, flavour enhancer (635), Refined Wheat Flour, APPLE ACIDITY REGULATOR 330, Natural Food Colour (150), NOODLE POWDER, Jaggery",5,High Risk
"Palm oil, Wheat Flour (Maida), Synthetic Food Colour (Ins-122)(Ins-124), ACIDITY REGULATOR (INS 330)",5,High Risk
"INVERT SYRUP; Turmeric Powder; edible common salt; Emulsifiers (322,472E,471); thickeners (508 & 412); REFINED WHEAT FLOUR; Sweeteners( 951, 950); Toned Milk; HYDROGENATED VEGETABLE FAT; Refined Palmolein",5,High Risk
"soya flour, Citric Acid (Acidifying Agent, E330), JAGGERY, Edible Starch",4,Concerning
"sugar, EDIBLE VEGETABLE OILS (PALM), Natural Spice Extracts, butter, Wheat Gluten, Sugar",2,Safe
"EDIBLE VEGETABLE OIL (PALM), sugar, Red Chilli Powder",2,Safe
Invert Syrup | Refined Palm Oil | SWEETENER (960),5,High Risk
"refined sugar, COMMON SALT, Palm oil, class ii preservative (ins-211), Water, Sugar, leavening agents ((5000), 503)), Sunflower Oil",4,Concerning
"synthetic food colours | LODIZED SALT | Flavour enhancer (635) | NATURE IDENTICAL FLAVOURING SUBSTANCES CHOCOLATE | EMULSIFYING STABILIZING AGENTS (INS 414, INS 331, INS 415) | SUGAR | Mixed Spices | wheat gluten",5,High Risk
"Organic Jaggery, orange juice, cocoa solids, Oats, COCOA SOLIDS, cinnamon",1,Very Safe
"Liquid Glucose, CUMIN SEED, WHOLE WHEAT FLOUR, refined wheat flour, EDIBLE STARCH",3,Moderate
SALT; SYNTHETIC FOOD COLOURS; INVERT SUGAR SYRUP; Wheat flour (Maida); Fruit Juice Powder,5,High Risk
"Flour Treatment Agent (1100), sugar, Edible Common Salt, EMULSIFIERS (E322, E476)., Malt Extract",4,Concerning
"Refined Palmolein Oil, refined wheat flour (53%), GLUCOSE, LODIZED SALT, EDIBLE COMMON SALT, COCOA BUTTER, Edible Vegetable Oil (Palmolein Oil)",3,Moderate
"Vitamin A (Ace Vitamin D2 (Ergocalciferol), MILK SOLIDS, ASAFOETIDA, ORANGE JUICE, SPICES, WHEAT GLUTEN",1,Very Safe
antioxidant(e300); Flavour Enhancers (INS 627&INS 631).; HYDROGENATED VEGETABLE OIL; CLASS II PRESERVATIVE; Ferrous Citrate; VITAMIN A (ACE VITAMIN D2 (ERGOCALCIFEROL); REFINED PALMOLEIN OIL; Refined Palm Oil,5,High Risk
"MALT EXTRACT, HYDROGENATED VEGETABLE OIL, artificial flavourin substances, Edible Vegetable Fat, SUGAR, Palm Oil, REFINED PALMOLEIN, HYDROGENATED VEGETABLE FAT, corn flour, added flavour (natural flavouring substances, Invert Syrup, Palmolein",5,High Risk
Anticaking Agent E551,4,Concerning
"Tomato Powder, Toned Milk, mineral (zinc b, vitamin e (acetate), cocoa solids",2,Safe
ANTIOXIDANT (INS 320),5,High Risk
"stabilizer (INS 170), EMULSIFIER, Tricalcium Phosphate, emulsifying stabilizing agents (ins 414, ins 331, ins 415), DOUGH CONDITIONER (223), SWEETENER (955)., Wheat Gluten",5,High Risk
Organic Jaggery,1,Very Safe
"Food Colours (171, 110, 102),",4,Concerning
"WATER, jaggery, caffeine, Cocoa solids, Natural Spice Oils",1,Very Safe
"Edible Salt, edible salt",2,Safe
"emulsifying stabilizing agents (ins 414, ins 331, ins 415) | Sugar | Toned Milk Dahi",4,Concerning
Vitamins,4,Concerning
Acidity Regulator (Ins 330). | Sugar | Synthetic Food Colour (Ins-122)(Ins-124) | Cocoa Solids | Invert Sugar Syrup | ferrous citrate | milk solids | milk solids | Toned Milk Dahi,5,High Risk
rice flour,1,Very Safe
flavour enhancers e627 e631,5,High Risk
Corn Flour | milk | hydrogenated vegetable fats | palm oil,3,Moderate
"cocoa solids, Mixed Fruit",1,Very Safe
"INVERT SUGAR SYRUP, INVERT SYRUP",3,Moderate
"SUGAR; HONEY; refined wheat flour; INVERT SUGAR SYRUP; acidity regular (ins-330); SUGAR; CHOCO CREAM; Refined Palmolein Oil; REFINED PALM OIL; Soy Sauce Powder (soybean, wheat, salt); emulsifier (soya lecithin)",4,Concerning
WHEAT BRAN,1,Very Safe
SUGAR,2,Safe
"corn flakes | artificial flavouring substance vanilla and milk | sugar | Mineral (Calcium Carbonate) | synthetic food colours | Refined Wheat Flour | EDIBLE VEGETABLE OIL (PALM OIL) | COLOUR(S) (INS 150C, INS 150D) | milk solids",5,High Risk
Orange Juice,1,Very Safe
"Sugar, REFINED PALM OIL, refined palm oil, edible common salt, acidity regulator (e260), CHOCO CREAM, toned milk, Jaggery, Refined Soyabean Oil, ARTIFICIAL FLAVOURIN SUBSTANCES, FRUIT AND VEGETABLE EXTRACTS, ACIDITY REGULATORS (5000), 5010))&170(0))",5,High Risk
"INVERT SYRUP, FRUIT JUICE POWDER, Wheat flour (Maida), Invert Syrup",3,Moderate
"Refined Palm Oil, orange fruit powder, COCOA SOLIDS, Sugar",3,Moderate
flour; artificial flavour substances (rose); maltodextrin; CLASS II PRESERVATIVES (E282); emulsifier; Refined Wheat Flour; cocoa solids; DOUGH CONDITIONER (223); INVERT SYRUP; Preservative-211; Iodized salt,5,High Risk
"Edible Vegetable Fat, Toned Milk, Sugar, Flavouring Substances, REFINED PALM OIL, Emulsifier ((471),460()), sugar, Refined Wheat Flour (Maida), acidity regulator (ins 330), RAISING AGENTS [503 (II), 500 (II) )",4,Concerning
"Acidity Regulator (339(1)), NATURAL ESSENTIAL OILS, IMPROVER [BLEND OF ANTIOXIDANT 300, ANTICAKING AGENT 170(i) & FLOUR IMPROVER 1100], REFINED PALMOLEIN OIL, liquid glucose",4,Concerning
"Black Salt, ragi flour, Milk Solids, Gluten, ragi flour",1,Very Safe
"cocoa solids, Rock Salt, GLUCOSE, COLD PRESSED COCONUT OIL",1,Very Safe
"Refined Palm Oil, Malt Extract, WATER, Dehydrated Vegetables (carrot, parsley)",3,Moderate
"REFINED WHEAT FLOUR (53%), Nature Identical Flavouring Substances Chocolate, SYNTHETIC FOOD COLOUR-124, natural colour (150d), invert sugar syrup, soya flour, Tomato Powder, colour (INS 150d), Refined Palmolein oil, SALT, Sweetener (955)., Antioxidant (INS 300).",5,High Risk
"sweeteners( 951, 950), Organic Jaggery, ARTIFICIAL FLAVORING SUBSTANCE., Edible Vegetable Oil, Flax & Sesame Seeds, Synthetic Food Colours",5,High Risk
"Synthetic Food Colours (110, 102)",5,High Risk
FLOUR TREATMENT AGENT (1100); SYNTHETIC FOOD COLOUR (INS-122)(INS-124); liquid glucose; Red Chilli Powder; vitamin b2 (riboflavin); EMULSIFIER; Salt; REFINED SUGAR,5,High Risk
"Added Orange Flavours | Improver [Blend Of Antioxidant 300, Anticaking Agent 170(I) & Flour Improver 1100] | Maize Starch | Wheat flour (Maida) | Edible Vegetable Oils (Palm)",4,Concerning
"Antioxidant (300). | INVERT SYRUP | SWEETENERS( 951, 950) | STABILISERS (415, 466, 1400), | EMULSIFIER ((471),460()) | EDIBLE COMMON SALT | Whole Wheat Flour | ACIDITY REGULATORS (338, 331, 330) | Emulsifier (322) | Sugar",5,High Risk
"Spices & Condiments, Mixed Fruit",1,Very Safe
"Sugar, edible common salt, Cocoa Solids",2,Safe
"PALM OIL, IMPROVER [BLEND OF ANTIOXIDANT 300, ANTICAKING AGENT 170(i) & FLOUR IMPROVER 1100], Ragi",4,Concerning
milk solids,1,Very Safe
"Palm oil, refined palm oil, Tomato Powder, Refined Palm Oil, MALTODEX- TRIN, Wheat Flour (Maida)",3,Moderate
"REFINED PALM OIL, Refined Wheat flour (Maida), Acidity Regulator (Ins 260), Acidity Regulator (E260), Refined Wheat Flour (53%), Sugar, Emulsifying Stabilizing Agents (Ins 414, Ins 331, Ins 415), INVERT SUGAR SYRUP, Refined sugar, ANTIOXIDANT (INS 300).",4,Concerning
"Emulsifier (Soya Lecithin), sesame seeds, ORANGE JUICE CONCENTRATE, SYNTHETIC FOOD COLOUR (INS-122)(INS-124), Refined Wheat Flour (Maida), mango pulp, Refined Wheat Flour, ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA, CHOCOLATE, liquid glucose",5,High Risk
BENGAL GRAM DAL,1,Very Safe
"Salt, WHOLE WHEAT, Cumin Seed, salt",2,Safe
"edible vegetable oil (palm oil), Guava Pulp, Cocoa Butter",2,Safe
"DEHYDRATED VEGETABLES (CARROT, PARSLEY), SWEETENER (960), EDIBLE COMMON SEQUESTRANT (339(1)), Sweetener (960), REFINED WHEAT FLOUR, Improvers[170(1) 510], Jaggery",5,High Risk
DOUBLE TONED MILK,1,Very Safe
"whole wheat flour, FLAVOURING SUBSTANCES-CHOCOLATE, REFINED PALMOLEIN, Refined Wheat Flour, HYDROGENATED VEGETABLE FAT",4,Concerning
